hash	Comment	brand	isTaken	name	number	paypal	physical	price	snipit	url
a99091c898dc2da64c4c429df598cf12c67ab67b		Amazon	2024-12-03T06:34:59.808	Tamagotchi	1	true	false	24.29	https://screenshot.googleplex.com/c4PCtFmgjHoCvqq	https://www.amazon.de/Bandai-Tamagotchi-Original-virtuelles-elektronisches/dp/B0C8J9QK46/ref=sr_1_7?crid=1T3XXG8342MB&dib=eyJ2IjoiMSJ9.BtdjKlXI4QDI0Jjhcvaj9QcvM9amOf3CGY1YQFo9QQR95OAvBzjRf6AjBFLqYUXPh-c7d7fWmWD8A1vxu8v4nLW2kZn2kM65VGg_LQKzEpovH-gjcnLgKrSbFJaHyt7KZ4fIvnwO8ySSfKmvLvckEwX8Yd7I3218pnMP8ME02O6JQi_iRjd18QzOjNLB8rCBEX_Ms24OS2e23Ws8xNz-pfJwP50olpTpNzAnt4E7PLL_wc9WX8jcTQGZf5lIOE28glPhGB-4LmWkt73wbelRmky8X73vIcqaYd4mEKgXsaE.hE8Dx75N4WuK8y8bTgzDsS406du-YWhYxRYixzRFjiI&dib_tag=se&keywords=tamagotchi%2Boriginal&nsdOptOutParam=true&qid=1731612926&s=toys&sprefix=tamagotsch%2Ctoys%2C123&sr=1-7&th=1
aa557398e76e5d2d7dc9e8508cdd6a94bf8d421a		Amazon	2024-12-02T16:08:16.554	Makeup Set	1	true	false	18.99	https://screenshot.googleplex.com/BLZggsAn262tTG9	https://www.amazon.de/dp/B0979NW8CH/ref=sspa_dk_hqp_detail_aax_0?psc=1&sp_csd=d2lkZ2V0TmFtZT1zcF9ocXBfc2hhcmVk
ac6ec3e301f9b07f239bdc8aac7d27acc8e75531		Amazon	2024-11-29T12:03:26.557	Mermaid Doll	1	true	false	17.99	https://screenshot.googleplex.com/6KdS5YL8TUQapq8	https://www.amazon.de/L-L-Surprise-Tweens-Farbwechselndem/dp/B0CRWQ446C/ref=pd_bxgy_thbs_d_sccl_2/258-3479120-4969848?pd_rd_w=3egCZ&content-id=amzn1.sym.5eda1a26-aae5-46aa-95ea-198f43dc011e&pf_rd_p=5eda1a26-aae5-46aa-95ea-198f43dc011e&pf_rd_r=M952K8T7GBRE0Q1AC8HW&pd_rd_wg=ZyBHG&pd_rd_r=e9456d4f-8919-4695-a142-42ea23c78265&pd_rd_i=B0CRWQ446C&psc=1
b488d9fe56e150293a70507eb7d3aa3fe328a16d		Amazon	2024-12-02T11:28:15.133	Tamagotchi	1	true	true	24.43	https://screenshot.googleplex.com/6KRNFLLrtVe6oY6	https://www.amazon.de/Bandai-Tamagotchi-Original-virtuelles-elektronisches/dp/B0BN8GMQFN/ref=sr_1_7?crid=1T3XXG8342MB&dib=eyJ2IjoiMSJ9.BtdjKlXI4QDI0Jjhcvaj9QcvM9amOf3CGY1YQFo9QQR95OAvBzjRf6AjBFLqYUXPh-c7d7fWmWD8A1vxu8v4nLW2kZn2kM65VGg_LQKzEpovH-gjcnLgKrSbFJaHyt7KZ4fIvnwO8ySSfKmvLvckEwX8Yd7I3218pnMP8ME02O6JQi_iRjd18QzOjNLB8rCBEX_Ms24OS2e23Ws8xNz-pfJwP50olpTpNzAnt4E7PLL_wc9WX8jcTQGZf5lIOE28glPhGB-4LmWkt73wbelRmky8X73vIcqaYd4mEKgXsaE.hE8Dx75N4WuK8y8bTgzDsS406du-YWhYxRYixzRFjiI&dib_tag=se&keywords=tamagotchi+original&nsdOptOutParam=true&qid=1731612926&s=toys&sprefix=tamagotsch%2Ctoys%2C123&sr=1-7
b9ab782089cd8d38bf2b95c6d856b766ca1393ad		Amazon	2024-11-25T10:01:31.587	Tamagotchi	1	true	true	24.29	https://screenshot.googleplex.com/7p2xdrG8etCzPNF	https://www.amazon.de/Bandai-Tamagotchi-Original-virtuelles-elektronisches/dp/B0C8J9QK46/ref=sr_1_7?crid=1T3XXG8342MB&dib=eyJ2IjoiMSJ9.BtdjKlXI4QDI0Jjhcvaj9QcvM9amOf3CGY1YQFo9QQR95OAvBzjRf6AjBFLqYUXPh-c7d7fWmWD8A1vxu8v4nLW2kZn2kM65VGg_LQKzEpovH-gjcnLgKrSbFJaHyt7KZ4fIvnwO8ySSfKmvLvckEwX8Yd7I3218pnMP8ME02O6JQi_iRjd18QzOjNLB8rCBEX_Ms24OS2e23Ws8xNz-pfJwP50olpTpNzAnt4E7PLL_wc9WX8jcTQGZf5lIOE28glPhGB-4LmWkt73wbelRmky8X73vIcqaYd4mEKgXsaE.hE8Dx75N4WuK8y8bTgzDsS406du-YWhYxRYixzRFjiI&dib_tag=se&keywords=tamagotchi%2Boriginal&nsdOptOutParam=true&qid=1731612926&s=toys&sprefix=tamagotsch%2Ctoys%2C123&sr=1-7&th=1
ba76aed33f5aade49e3b7b7a5ae8ad6a4fee2910		Amazon	2024-11-25T11:04:52.597	Squishmallows Lala	1	true	false	22.00	https://screenshot.googleplex.com/6U3aBmuCZYEoDc3	https://www.amazon.de/Squishmallows-SQCR05426-offizielles-superweiches-Kuscheltier/dp/B0CNY5MBK5?pd_rd_w=Zhb92&content-id=amzn1.sym.e5dbb0fd-6936-4959-a333-4001219ba88e&pf_rd_p=e5dbb0fd-6936-4959-a333-4001219ba88e&pf_rd_r=4NGH7KVZ9AW6T1GYWB7K&pd_rd_wg=Rb6fU&pd_rd_r=7bd029b0-4cdb-491a-bbd1-006080ef6716&ref_=sspa_dk_detail_img_1&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&th=1
bc87f276b0799a2ca3d078fde8e1eb8d5d709fe0		Amazon	2024-11-25T19:55:03.373	Squishmallows Harrison	1	true	false	22.99	https://screenshot.googleplex.com/ArC8mMBtULSnp5M	https://www.amazon.de/Squishmallows-SQCR04133-offizielles-superweiches-Kuscheltier/dp/B0C3MNM93L?pd_rd_w=7Xgcb&content-id=amzn1.sym.e5dbb0fd-6936-4959-a333-4001219ba88e&pf_rd_p=e5dbb0fd-6936-4959-a333-4001219ba88e&pf_rd_r=DZQ42KHYFJNNN2YXBEA6&pd_rd_wg=CQ64s&pd_rd_r=56fe8465-f1b4-419b-97ee-4b485745815c&ref_=sspa_dk_detail_img_1&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&th=1
be239b3fb2598d975546643a25902cce5350e959		Amazon	2024-11-25T10:59:31.422	RC Car	1	true	false	29.99	https://screenshot.googleplex.com/8SE6tyjDrBNS7w3	https://www.amazon.de/dp/B099N56H5Y/ref=sspa_dk_detail_0?pd_rd_i=B099N56H5Y&pd_rd_w=LnsIF&content-id=amzn1.sym.8e111585-a10f-40a4-b92c-c1e3c49654ce&pf_rd_p=8e111585-a10f-40a4-b92c-c1e3c49654ce&pf_rd_r=3YVK3RSRRAPRA1MXHXQC&pd_rd_wg=uIfJP&pd_rd_r=b52de8c3-441b-49f5-84c2-af545293ee96&s=toys&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy&th=1
bf4ab8a726e766aae4de9187c25663e95992d5ff		FC Bayern	2024-12-03T09:54:09.797	FC Bayern Cap	1	true	false	17.50	https://screenshot.googleplex.com/9cnyU8CCpjAVG6T	https://fcbayern.com/store/de-de/p/strickmutze-logo-11833
c2448592abd09f8e6087edb8b9c9e608710243c7		Amazon	2024-11-26T10:03:22.655	Squishmallows Deacon	1	false	false	22.98	https://screenshot.googleplex.com/Ac2bafNoZhBa5w3	https://www.amazon.de/Squishmallows-SQCR05426-offizielles-superweiches-Kuscheltier/dp/B0CNY3G5KB?pd_rd_w=Zhb92&content-id=amzn1.sym.e5dbb0fd-6936-4959-a333-4001219ba88e&pf_rd_p=e5dbb0fd-6936-4959-a333-4001219ba88e&pf_rd_r=4NGH7KVZ9AW6T1GYWB7K&pd_rd_wg=Rb6fU&pd_rd_r=7bd029b0-4cdb-491a-bbd1-006080ef6716&ref_=sspa_dk_detail_img_1&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM&th=1
c6d4718fa822c1f2d19b01c8938cfa812fea3e3b		Amazon	2024-11-25T17:21:13.689	Board Game	1	false	false	39.99	https://screenshot.googleplex.com/4kBbdcB4rutyPof	https://www.amazon.de/Schmidt-Spiele-Drei-Magier-40867/dp/B008YAATF4/ref=sr_1_7?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=2WZJHQ7VVWZKM&dib=eyJ2IjoiMSJ9.nrumd26no43ShQdbmjQ_I9CvxuVb_8fs-usLync8ggvCuYM0BYIsfxB9bhVplP1CLHxbQiC6uCtoaZj7LYssLilQflpGgBsdgb7lj_1HV96VMzEOuUGXag1oTk8pxHj1gHoWZjZwAUaXJpfwhhSo4Bq7AS14MOmERwQYSVrKZrAqnE-YfILnoC1ZQLdCOb1pKusHYiaVzUhQgI2e1pLXISQnDbY_6QLWnRBS3obdRWY1dzOVlTMhtDrXORjj2Dpazh3N6pgsJ_siTwORz7ffXfdy9PxmdCATfVhZm8Qs6Tk.0qoIpoT6hvdMQ1xaVee2bfuTNFLcPvGby773cFSnv6M&dib_tag=se&keywords=die+magischen+schl%C3%BCssel+spiel&nsdOptOutParam=true&qid=1731614787&s=toys&sprefix=die+magischen+schl%C3%BCssel+spiel%2Ctoys%2C96&sr=1-7
c8079c5e5d89da0cd2724599d8b786d200e9c12c		Amazon	2024-12-02T10:57:32.804	Edurino Pencil Case	1	false	false	24.99	https://screenshot.googleplex.com/8yKFeH2Y6cfvsNe	https://www.amazon.de/Edurino-Sammel-M%C3%A4ppchen-Aufbewahren-Figuren-Lernspiele/dp/B0CJYM1XLS/ref=sr_1_15?crid=2S6XFKQGLQYWA&dib=eyJ2IjoiMSJ9.AidPxe9p_H069vCwWiHKi3djlERFc3lY4_38LczpXy7iy0qCZ55CZ47KSvwlkClYLtJibylVyfYuS0pjHhjTLKNQE7_AWuM3oN8w4KobNN045U_GupyTgSHATeQpr2bkGed_FO_sxk-gBPPFm4QJwx8bCKgDPQkdsG4mpu4iQIRP-ndZ-edJJmNoOW3yZ88LszJ3zGlzCvQ2MSShYilBgbmvmGCG6m1887bWd-OVqEoCqeKeeIGXVqCdyf0tm_2BboeCSTYOM2MK2zsXZ7TV-oeEsqjajU2teqWmO6orn-E.qbYhgQe2tDiTOnUkiicTmgK4HBo_QumeVipvm6zxHIw&dib_tag=se&keywords=edurino+ollie+figur&nsdOptOutParam=true&qid=1731608511&sprefix=edurino+olli%2Caps%2C112&sr=8-15
cc403d40c54ab6b26489ab08a79a349377029617		Amazon	2024-11-29T12:05:51.888	RC Dino	1	true	false	48.98	https://screenshot.googleplex.com/9ihbovQwtHuP4Ah	https://www.amazon.de/PREBOX-Ferngesteuertes-Dinosaurier-Jungen-Geburtstagsgeschenke/dp/B0CCN5VVVN/ref=sr_1_2_sspa?crid=N87UI8FCGPER&dib=eyJ2IjoiMSJ9.sRkA1wct5NwO-WI4R7e4t7LGZO_xv0tIJ_hsjVVXfxXaNcHhVIL4VOKU5uas1vOK8Nk5O8vAWO4JNp13VtujrxWxe7Y6HunUbLpkjOLsXnVYqWdCL4mR9r5coOA24ZIuAO6xV3LH5WCdtrERbzHB0zsYkaiLKIfbQQ4jxGfXqjMLO5PGTjGTMxhMzUQsufVjLDXsnJdnWBvKpqDDSxqAGfHocI-0AFgAi2U2W92mDoE9EiA8rulJQ5eYeDgHKK9FEMZfohV7j9bAJIhanrs3J5sFMPgd4THsC44taNoo8Rs.FngCrTYjwKpve5_klYFt9qZ0tw6t-Hb41CSymqe0n_Y&dib_tag=se&keywords=dinosaurier+spielzeug&qid=1731615829&sprefix=dino%2Caps%2C122&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
ce62d941611ae117b3b52dc57c6bd1b6097db4e1		Amazon	2024-12-02T12:40:30.093	Unicorn Figurine	1	false	false	22.70	https://screenshot.googleplex.com/99YLWYTNxeHYoci	https://www.amazon.de/SCHLEICH-Einhorn-Jument-Schleich-Mehrfarbig/dp/B09JPDTPRS/ref=sr_1_31?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=211H1M817OPK8&dib=eyJ2IjoiMSJ9.87y-Fmwq6wfcVZoqEPnJyQpmuRIyuaOFAYDYfs5iNY30vE9VKZxtscY57aw9Iralp55Sd2tRa7jVne7SJuT2sMH9UZiZ8o2nUutSfltbXBChgKVWyXGwuVOKakDe2ZWVqlCNgrWTJ2D_Rn0l7lzU2V3o3QpWMAr0fe99Xq1Idl3K2mvgFuSh_c1se8cxxKb86BY_-sthfwJjPEGZlhSUZEM-w9JKp5axZh4pDQvfle5e8wE8aQ9dTlVpz6fUdct_UpZtli0OxaShFi3CKnoPTmSC-bQa8zgYIl2FnCyRsdk.cYlbLSwDLqE107cJ5kKtlPtD4eIXzoaeylkje1BsEi0&dib_tag=se&keywords=einhorn+schleich+set&nsdOptOutParam=true&qid=1731612408&sprefix=einhorn+schleich+set%2Caps%2C144&sr=8-31
cfa474c4eeaed3a354ed1ea4bd669927cdb9fc49		Amazon	2024-11-25T12:50:03.873	Table Tennis Net	1	false	false	29.99	https://screenshot.googleplex.com/fVUvKcXQb2Tf7bk	https://www.amazon.de/GEWO-Netz-CS-Clip-schwarz/dp/B07DKYPWXN/ref=sxin_15_pa_sp_search_thematic_sspa?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&content-id=amzn1.sym.dc942f51-6fb4-4c60-9841-d7d58d59e3c5%3Aamzn1.sym.dc942f51-6fb4-4c60-9841-d7d58d59e3c5&crid=1MWYSHX7CV3AP&cv_ct_cx=tischtennis%2Bnetz&dib=eyJ2IjoiMSJ9.5aLGTSJWF2KiRTPozrS_sTMrHDBE3f6GdXyaObzow1XH2aMS9tYz-Aklv6i78791jR_Itecwq0iaqnj886JPng.yn-OYJToXgRfLfRi7kdFbb9J_t5LoqT5aeMlC4Oap74&dib_tag=se&keywords=tischtennis%2Bnetz&pd_rd_i=B07DKYPWXN&pd_rd_r=e46e3802-d3b8-43ab-8040-dd8300e61002&pd_rd_w=Lk2Ei&pd_rd_wg=708z7&pf_rd_p=dc942f51-6fb4-4c60-9841-d7d58d59e3c5&pf_rd_r=STK74YNS8560HAJKVSJT&qid=1731615465&s=sports&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=tischtennis%2Bnetz%2Csports%2C91&sr=1-3-6e6ea531-5af4-4866-af75-1ef299d1c279-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&th=1
d30b6046ce373be2568c737d08dbf71d0a188d55		Amazon	2024-11-25T10:07:48.727	RC Lambo	1	false	true	24.99	https://screenshot.googleplex.com/3qLzShb4g2eyX6K	https://www.amazon.de/CMJ-RC-CARS-Rennspielzeugauto-Modellfahrzeug/dp/B0C28QJQ59/ref=sr_1_7?crid=2NK49WYANPHVH&dib=eyJ2IjoiMSJ9.XisK6GSTVGHnL7KoeKPnuPgGV45wKwMKuMw2zY8hUyFv1jPyd4tnnXphcQvylCxAhL3kBI2LNOs1ovnFxsTcLb6g4FOZ2ch1JHGTCx4lYQw3KoRFaM2CBJhZPFnUPcPD7BAY5Y8WiI3eFiCRhDnNrHrYgvWjHOU35ifZ4LK6UCl1t1xQggEXR02Yb9cKe85pGbIEDgb1WAO9X5AByZ3bYkJ3kCvIqLaULse3SRry_16fDOekL682DLui3ayEq5NVtYyG9LW3N21kxOgjbfmwFhqVmOV79e5FLQbC5W0nCI0.aCSVToJa_ih5GRS3RhHuhUAczGhY6kg-cgqVjWufRKI&dib_tag=se&keywords=rennauto+ferngesteuert&qid=1731613940&sprefix=rennauto%2Caps%2C110&sr=8-7
d3eb335e2c3f2bc0242d6fdb25e0fb79ca506949		Amazon	2024-11-28T14:19:16.295	Bluetooth Speaker	1	false	false	44.99	https://screenshot.googleplex.com/A4YLNUbJiVhQKb8	https://www.amazon.de/JBL-kleine-Bluetooth-Schwarz-Wiedergabezeit/dp/B08FB2MZ7Y/ref=sr_1_9?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=206YLAVYLX26D&dib=eyJ2IjoiMSJ9.kkv0v1QBlz3haLUZ66pTYKXjzb04Bz5HbMiaY5PM9sZvGzR1cCd9Nmd55g33_8FI88QwoWFOgnL7DzROrLXgHpyv67woFM2Ms5jHOHMHV6VEFjFA-pcsiuxckbPmv6VMElWaeEelTvQUeQ-4vr1DtMdMMHz2rHzWHNr5__wtQozgafmWO1UlLz8RgKWaMjk1tvpdtr5NwVC2DS5L9hCofM8xjmKVYDSg62_RrQc8gMM.ce7d-1_0WOpAN-fw9dmQraJzhwtYmczoa9n9upGeHUM&dib_tag=se&keywords=bluetooth%2Bbox&qid=1731615941&sprefix=bluetoot%2Bbox%2Caps%2C112&sr=8-9&th=1
d8a4305007aa5c362424d69163f8dcb95f94b464		Amazon	2024-12-02T16:28:42.707	Top model Pencil Case	1	true	false	34.79	https://screenshot.googleplex.com/68HzAyWyVJKMJYL	https://www.amazon.de/Depesche-12785-Wild-Gef%C3%BCllte-Federtasche-Buntstiften/dp/B0CZXSK5LS/ref=sr_1_6?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3S2Q4IKRC6BRO&dib=eyJ2IjoiMSJ9.wIdoX5SFhRfw7XOHlP4-_NJzu3JuaY347Up1HUE3z2lLiteE7xhXDP4C6fnEQZ6i65Yv5k1guE0z-XC1GbYpy3qkal5P7fpmDyNmkL8QvAiHg39zUCf1ESVKP7CPxGExOz9RsuIsT7QHm8ep7CzZURbvzt4KElmjSAD1WZKxDZxGj0CLQdEK45xVepUEikMLkxCoU_Sl6joU4gKRMosHP75AaAJL1anU45XqvBlVWWYnU6gUQRp9yDBpVOJis4LZ4hAf07AXAjpQG9v_pqTgNSOtXg-ypNXLjbTmr3elvCA.KGCUBUKJfIsrdsIIkEEtLkbnZ5KxBhv4vudLNebZ_VQ&dib_tag=se&keywords=top+model+federm%C3%A4ppchen&nsdOptOutParam=true&qid=1731609755&sprefix=top+model+federm%C3%A4ppchen%2Caps%2C122&sr=8-6
d94be0bdca1d48dacfa43bc8c1b783f6fa760481		Amazon	2024-11-25T14:27:04.359	Scooter	1	true	false	49.99	https://screenshot.googleplex.com/SWH7avfST4XH5xZ	https://www.amazon.de/TENBOOM-aufleuchten-Klappbar-h%C3%B6henverstellbar-hinterradbremse/dp/B09PQR56GK/ref=sr_1_6?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=H72CHZE2ORIQ&dib=eyJ2IjoiMSJ9.PWxsN77rqJCfpYCrUKlWARWXHswOhBwJ6WOTkv9U01S39QgnnmP6QawCOdX7wyT5j0gxdn-Isr7S2Ub5Jlvm3zYJwTt9hwf-QPzN7WRZy-dq9kMZFVkO67VYyTiNjkEN_yuh8LLRnKM1b1pGXzDjz44sMNyYx2B0F310bljwpmVZUOTWddM0CTigra-FuOZbXf1TzqcZbRoIhn5hQcfSoCVyJdGuTZIUNu22AA_8C6z_ES0WDZXyxl4uxyfUutrIEFxuW9PLJfWO7Yyr6E1NrV4IvuH9HhA5fcsOJK7LmXA.eREJeqjvayFVg7PrK36frbR7PAJdiB2AS6DPTFIfcdc&dib_tag=se&keywords=roller&qid=1731615090&s=toys&sprefix=roller%2Ctoys%2C120&sr=1-6&th=1
d9f2b67b1423b6f7866d32ac52edbec44ba7658d		Amazon	2024-12-02T22:47:09.706	Beyblade Set	1	true	false	19.99	https://screenshot.googleplex.com/9RctVp8iU6oGCFr	https://www.amazon.de/Beyblade-Viper-5-80O-Sword-Kreisel/dp/B0CVNGTDRC/ref=sr_1_6?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=2MGT0EE0MYL61&dib=eyJ2IjoiMSJ9.Pb44-jejIL4v5JjFZJxS5ux-U8SYTEi9ni9VQ-ZuH1ZedfXJaib2Y5CUzs0QKIsN7CZXBubD1hSsm0afvZo2NoXYYSINgXKcLhEctfntipK6x4yC-hug1dh_irquv2aHlYp_UpyRXXd0CIC1HnSly2qfOEGw70T8Q-OhYEfNY6Ee9xJK0llv0tbGOKFJ9tANl1lFxf3MhXYzQZLyiK8oZMSyx053cr4r0MQPNpkqsubl0l_e7j9iJeiiiA6l9-7MQAh-Xp6sKuUI82kXu9Sj_qHrnk7U7UrdKEQBrnv31k0.gcL_LxKi29H4cSIpctL_IBlEzWAhsbjRXhMjU_ZLAJ0&dib_tag=se&keywords=beyblade&qid=1731613385&s=toys&sprefix=bexblade%2Ctoys%2C120&sr=1-6
df3872aea3f43564032346a2a18d0e31d7747036		Amazon	null	Top Model coloring book set	1	null	true	16.95	https://screenshot.googleplex.com/Eh7ohir5B6kRBRF	https://www.amazon.de/Depesche-12943-TOPModel-Model-Motiven-Stickerbogen/dp/B0D66WTF44/ref=sr_1_2?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=36QUAWVD9W8S7&dib=eyJ2IjoiMSJ9.mo5oHXXaV_-218jrxcqz8TZOOo7td_pAJg4MJOFzFuQUwUVFZDp4swMpV-5-jBwnsfFcOwnSnO0qPhcaTd-YpShvZnOvUvnomOlsnIclhsQn_T0XTtNUyZJBMMS-f1KGxHYQSmURm1fZxBOCnrY7yYq9aHC7mo8vtllYV_AcPMTgI-sOzxAU66FHGcQRA7tTEEFx4Tm8hNMEKof5dbfOAOe3Inlv279p3-pDRsXM3LdDNXeqbz1ecrkzGa70PqERR4z26jv_1c-OPoR6QSeBRkriQ-3GenF_MWEKmmeAJaE.LXTEehnAhVzWbTVMlSvhRAnt4Bajiy2ZpBIvrFlVK1Q&dib_tag=se&keywords=TOP+Model+set+mit+stiften&qid=1729860864&sprefix=top+model+set+mit+stiften%2Caps%2C144&sr=8-2
e0a11eae55e8f91f7b0da834f549ec6018197629		Amazon	2024-11-25T20:10:06.610	Dino Figurine	1	false	false	22.99	https://screenshot.googleplex.com/82UwydrswiBDgeX	https://www.amazon.de/Mattel-Jurassic-World-Ceratosaurus-Dinosaurierfigur-kontinuierlichem/dp/B0CPL1M1Y3/ref=sr_1_5?crid=AIHGTNGJUY07&dib=eyJ2IjoiMSJ9.PYNVs51ccR8L42EbcB6Cd9aIkaEkM6HluiSztLqIl4iPt4z4z_eWC0OtChuMfdlwXxwkz09Vl-Y-vYjPrqo3uTXJQQsJvK6iyxwbJBLUmHUG4lxEye-7WBDGujncWBwi1_o92NWlvMyGT0tZuIaWQyrVNNykS2EcQzv-4EQoynPV9vu20GGRsZ3syj6SiOENuj9hD2N9T-azU6JGasOMUaQEvFJJwykqF_cZD3kd2VoJMlBWoS3qemPC6xTAohsctrCb4FGPGnt2u5z7wlM8Tveesh0eFX68GbkfWiouPb4.y7bsijhLpNDuqY91y5zw0vDKS7GB2QfJt-W8Tdeiiuk&dib_tag=se&keywords=jurassic%2Bworld%2Bdinosaurier&qid=1731614202&sprefix=jurassi%2Caps%2C131&sr=8-5&th=1
e41e7987694c7bab0e48d0971b5782cc03b9991d		Amazon	2024-11-25T20:12:06.984	Basketball	1	false	false	39.95	https://screenshot.googleplex.com/8vsSqLs69T6ixhp	https://www.amazon.de/Wilson-Basketball-AUTHENTIC-Outdoor-Tackskin/dp/B091MKBL9R/ref=sr_1_18?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=17446F903UKMU&dib=eyJ2IjoiMSJ9.E8k1YbYO9NSx1MF5RKliePIMgNTyqpUPeHCekEV1mA3LKSsJ5G3sQ1R2UxW9BhVM1DlOFnnsvhQUBomqlPpsIm38q1l2BO5ftcethFbBd0rShPn7lnWIbdk0cH2CEepcRrFZ0QsdgdFosBsDkMs5sVDRN0hbjpuWSi8VDIULk5eky6E-lY-pY8T17Mu7Uoyg6n241dUgYWgYeuITaOhqHKuRnhM4jx0kv7B6kAIwe0qRYROF-Utthv0KxwHMaLt17z20p9GV1Ncfvwu-lYQt5ohWr1-sz0Jmse2TKO0Cv_A.tG5idRG8OFJh5axszzZM5ZxMhvqq7zWSbsuF5xStlCc&dib_tag=se&keywords=basketball&qid=1731615648&sprefix=basketball%2Caps%2C123&sr=8-18&th=1&psc=1
e78a2bd7d1cdfe20f5c0bbf5fe9db986cf4fecae		Amazon	2024-11-25T11:37:10.379	Dino Camera	1	false	false	47.99	https://screenshot.googleplex.com/5ijbRszviA4JhmZ	https://www.amazon.de/Kinderkamera-Sofortbildkamera-CAMCLID-Digitalkamera-Dinosaurier/dp/B0CDXTK1FB/ref=sr_1_29_sspa?crid=2S6XFKQGLQYWA&dib=eyJ2IjoiMSJ9.AidPxe9p_H069vCwWiHKi3djlERFc3lY4_38LczpXy7iy0qCZ55CZ47KSvwlkClYLtJibylVyfYuS0pjHhjTLKNQE7_AWuM3oN8w4KobNN045U_GupyTgSHATeQpr2bkGed_FO_sxk-gBPPFm4QJwx8bCKgDPQkdsG4mpu4iQIRP-ndZ-edJJmNoOW3yZ88LszJ3zGlzCvQ2MSShYilBgbmvmGCG6m1887bWd-OVqEoCqeKeeIGXVqCdyf0tm_2BboeCSTYOM2MK2zsXZ7TV-oeEsqjajU2teqWmO6orn-E.qbYhgQe2tDiTOnUkiicTmgK4HBo_QumeVipvm6zxHIw&dib_tag=se&keywords=edurino+ollie+figur&nsdOptOutParam=true&qid=1731608511&sprefix=edurino+olli%2Caps%2C112&sr=8-29-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1
e93a9626533647c1b33f7d2cc9ac47496c170070		Amazon	2024-11-25T16:32:02.472	Scooter	1	true	false	49.99	https://screenshot.googleplex.com/8F6mmprCsfdhAK6	https://www.amazon.de/TENBOOM-aufleuchten-Klappbar-h%C3%B6henverstellbar-hinterradbremse/dp/B08SLNW4M2/ref=sr_1_6?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=H72CHZE2ORIQ&dib=eyJ2IjoiMSJ9.PWxsN77rqJCfpYCrUKlWARWXHswOhBwJ6WOTkv9U01S39QgnnmP6QawCOdX7wyT5j0gxdn-Isr7S2Ub5Jlvm3zYJwTt9hwf-QPzN7WRZy-dq9kMZFVkO67VYyTiNjkEN_yuh8LLRnKM1b1pGXzDjz44sMNyYx2B0F310bljwpmVZUOTWddM0CTigra-FuOZbXf1TzqcZbRoIhn5hQcfSoCVyJdGuTZIUNu22AA_8C6z_ES0WDZXyxl4uxyfUutrIEFxuW9PLJfWO7Yyr6E1NrV4IvuH9HhA5fcsOJK7LmXA.eREJeqjvayFVg7PrK36frbR7PAJdiB2AS6DPTFIfcdc&dib_tag=se&keywords=roller&qid=1731615090&s=toys&sprefix=roller%2Ctoys%2C120&sr=1-6&th=1
